object,color,cand_idx,path,url,original_caption
apple,white,20,apple/white/cand_020.png,https://s.ecrater.com/stores/329123/54c374aa8704f_329123f.jpg,Apple iPad 2 with Wi-Fi 16GB - White (2nd generation)
apple,blue,10,apple/blue/cand_010.png,https://farm3.static.flickr.com/2897/14322679726_f96d5c3c08_m.jpg,Wood Forget me not (Myosotis sylvatica) (BiteYourBum.Com Photography) Tags: wood uk blue england me unitedkingdom eastsussex canonef1740mmf4lusm beachyhead forget ipad eastborne myosotissylvatica canonefs60mmf28macrousm woodforgetmenot biteyourbum canoneos7d appleipad dawnandjim canonspeedlite430exi
apple,white,21,apple/white/cand_021.png,http://st.depositphotos.com/1002326/1859/i/110/depositphotos_18593485-Green-apple-and-centimetre-on-white-background.jpg,Stock Photo: Green apple and centimetre on white background
apple,orange,5,apple/orange/cand_005.png,http://www.thebeaderchef.com/wp-content/uploads/2017/11/spiced-apple-cider-4.jpg,"As the days get colder and the days get shorter, snuggle up in something cozy and warm your insides with this Spiced Apple Cider. Flavored with cinnamon, ginger, cloves, nutmeg and orange, it's perfect to sip now and all the way to the spring! - thebeaderchef.com #applecider #spicedcider #cider #fal"
flower,brown,5,flower/brown/cand_005.png,https://static.dezeen.com/uploads/2014/01/Digital-flower-animation-by-Daniel-Brown-based-on-exhibits-at-Dundee-museum_dezeen_7.jpg,Digital flower animation by Daniel Brown based on exhibits at Dundee museum
flower,brown,6,flower/brown/cand_006.png,https://content.ces.ncsu.edu/media/images/100_3598_01.jpg,Strawberry plant with dead brown areas on leaf and flower
apple,blue,11,apple/blue/cand_011.png,http://www.rmndigital.com/wp-content/uploads/2015/07/blink1-220x162.jpeg,Hyundai Launches Blue Link App for Apple Watch
apple,blue,12,apple/blue/cand_012.png,http://ecx.images-amazon.com/images/I/518Eii44CQL._SY300_.jpg,Snugg iPad Air (iPad 5) Case - Smart Cover with Flip Stand & Lifetime Guarantee (Blue Denim) for Apple iPad Air (2013)
banana,blue,5,banana/blue/cand_005.png,https://www.thehealthyhomeeconomist.com/wp-content/uploads/2018/02/green-banana-flour-blueberry-muffins-on-a-plate_mini-150x150.jpg,Green Banana Flour Blueberry Muffins Recipe
apple,blue,13,apple/blue/cand_013.png,https://images10.newegg.com/productimage/A2B9_1_20140704558840770.jpg,HJX Blue 2/3/4 New Funny Skull Hand Pattern Soft Silicone Rubber Case Protective Cover for Apple iPad 2/3/4
apple,blue,14,apple/blue/cand_014.png,https://historymaniacmegan.files.wordpress.com/2016/03/ec552aee0b8ad892f46293ca97ee5e60.jpg?w=300&,"These consist of pineapple and blueberries. Still, it certainly bears a good resemblance to the Batman symbol."
flower,brown,7,flower/brown/cand_007.png,https://mobileimages.lowes.com/product/converted/015415/015415355485.jpg,10.25-Gallon Bracken's Brown Beauty Magnolia Flowering Tree (L21566)
apple,blue,15,apple/blue/cand_015.png,https://thumbs.dreamstime.com/t/apples-blueberry-bowl-flowers-kettle-wooden-background-41396688.jpg,Apples and blueberry Royalty Free Stock Photos
apple,blue,16,apple/blue/cand_016.png,http://ak1.ostkcdn.com/images/products/7109057/80/479/Navy-Blue-360-Swivel-Leather-Case-Crystal-Case-for-Apple-iPad-2-3-P14605755.jpg,Navy Blue 360 Swivel Leather Case/ Crystal Case for Apple iPad 2/ 3
banana,blue,6,banana/blue/cand_006.png,https://i.pinimg.com/236x/43/8d/1d/438d1ded3ef93f91b5e31f31bf09491d--healthy-banana-breakfast-recipes-banana-blueberry-muffins-healthy.jpg,Healthy Blueberry Banana Bread
apple,blue,17,apple/blue/cand_017.png,https://img.autrado.de/409/7352076_640.jpg,Fiesta 1.0 EcoBoost 95PS Titanium 5-türig Winterpaket Klimaautomatik Ford-Navi SYNC 3 DAB+ Bluetooth 8''-Touchscreen Apple Carplay Android Auto PDC
apple,white,22,apple/white/cand_022.png,http://www.staples-3p.com/s7/is/image/Staples/s0786230_sc7?$std$,"AppleCare+ (for iPad with Retina display with Wifi + Cellular (AT&T) 16GB, White)"
apple,blue,18,apple/blue/cand_018.png,https://img0.etsystatic.com/182/0/5223395/il_340x270.1217942882_mei5.jpg,Applejuice Bakelite Hinged Bracelet with Blue Stones *
apple,white,23,apple/white/cand_023.png,https://image.shutterstock.com/image-vector/gold-pineapple-fruit-on-white-260nw-575441683.jpg,Gold Pineapple fruit on a white background. Vector illustration.
apple,blue,19,apple/blue/cand_019.png,http://lh4.ggpht.com/M1Zb3XdfI82DwkhWHu18nZUiG6h9keYGZHaPc2mRFvC9BV7ofDQRNtOao1zrOlAJYCIjD_t9fGNNja0Tb0ZyLQ=s230-c-e365,Blue-Ribbon Apple Pie
apple,orange,6,apple/orange/cand_006.png,https://pressed-qa-static.s3.amazonaws.com/5ba67953_c8d8_40a2_9a59_951b6443cb26,1575ORANGE TURMERIC APPLE LEMON
apple,blue,20,apple/blue/cand_020.png,http://i00.i.aliimg.com/wsphoto/v0/881632350_1/New-SX-907-Wireless-Bluetooth-font-b-A2DP-b-font-Stereo-Headphones-Headset-Earphone-font-b.jpg,New SX-907 Wireless Bluetooth A2DP Stereo Headphones Headset Earphone for Apple Htc PS3 PC Free Shipping(China (Mainland))
apple,blue,21,apple/blue/cand_021.png,https://cdn.shopify.com/s/files/1/1731/9815/products/Gerber_3rd_Foods_Apples_Purple_Carrots_Blueberries_with_Yogurt_Organic_1_ae434cdc-be27-444d-b5e4-e17e72f1622e_grande.jpg?v=1529269921,"Gerber 3rd Foods Apples, Purple Carrots & Blueberries with Yogurt Organic"
apple,white,24,apple/white/cand_024.png,https://i.ebayimg.com/thumbs/images/g/6mYAAOSwE~Rfmhaf/s-l300.jpg,Apple iPhone X 256gb Silver/White (Unlocked) - Excellent Condition
apple,blue,22,apple/blue/cand_022.png,https://64.media.tumblr.com/tumblr_mccxexhX9S1qc3zmuo1_1280.jpg,"Halloween is the perfect time to wow your friends and serve a drink that glows. Luckily for you, Night Out found a recipe for a crowd pleasing drink that does just that. It turns out all you need is tonic water and black lights to create the glowing effect. So check out the recipe for Blackout Punch"
apple,blue,23,apple/blue/cand_023.png,https://cdn.shopify.com/s/files/1/0975/7982/products/11B604D9-4005-4E77-BAF9-9E389007985D-66602-000005471FF3552C_110x110@2x.png?v=1585158030,"Load image into Gallery viewer, Men's blue pineapple shoes front"
apple,white,25,apple/white/cand_025.png,https://us.123rf.com/450wm/iimages/iimages1210/iimages121000300/15666853-illustration-of-a-pineapple-smiling-on-a-white-background.jpg?ver=6,illustration of a pineapple smiling on a white background
apple,blue,24,apple/blue/cand_024.png,https://cdn.shopify.com/s/files/1/0829/8361/products/An_Indian_Summer_Short_Pyjama_Set_Pineapple_Print_Blue_large.jpg?v=1554860792,Pineapple Print Short Pyjama Set - Blue
apple,white,26,apple/white/cand_026.png,https://us.123rf.com/450wm/inbj/inbj1403/inbj140300272/26475168-apple-ipad-and-google-website-on-white-background.jpg,Apple ipad and google website on white background
apple,white,27,apple/white/cand_027.png,https://ak1.ostkcdn.com/images/products/7492817/70408ea8-1a01-49a0-b6f0-3e85ad548042_600.jpg,INSTEN White/ Black Leopard Leather Wallet Phone Case Cover for Apple iPhone 5/ 5S
apple,blue,25,apple/blue/cand_025.png,https://cdn.shopify.com/s/files/1/1344/1149/products/19_DDX9906XR_K_B_F_IMG_GUI_CP_rev2_large.jpg?v=1579692463,"""Pioneer AVH-W4400NEX 7"""" Apple CarPlay - Android Auto - BlueTooth"""
flower,brown,8,flower/brown/cand_008.png,"https://ctl.s6img.com/society6/img/m6CZ6q_1asF-XS-uPsrNNhwSidU/h_264,w_264/framed-prints/10x12/conservation-natural/~artwork/s6-original-art-uploads/society6/uploads/misc/02d7cd42dc6b49b081c8af70ea6fcb00/~~/coffee-brown-sunflower-pattern-orange-turquoise-framed-prints.jpg?wait=0&amp;attempt=0",Coffee Brown Sunflower Pattern Orange & Turquoise Framed Art Print
apple,orange,7,apple/orange/cand_007.png,http://ecx.images-amazon.com/images/P/0374173524.01._SX140_SY224_SCLZZZZZZZ_.jpg,"Apples and Oranges: My Brother and Me, Lost…"
apple,blue,26,apple/blue/cand_026.png,https://t3.ftcdn.net/jpg/02/03/13/72/240_F_203137285_Yc6PoNgF9ZesABphHiEGmXRX9GxbP7Qn.jpg,"Tropical cocktail, pina colada, pineapple and coconut mojito or smoothies, with lime and mint, on a light blue background copy space"
banana,orange,0,banana/orange/cand_000.png,https://ae01.alicdn.com/kf/H93da8734dc4e4e4ca6cd6657e1c410e4T/10-1-inch-1024-600-HDMI-Screen-LCD-font-b-Display-b-font-with-Audio-Driver.jpg,10.1 inch 1024*600 HDMI Screen LCD <font><b>Display</b></font> with Audio Driver Board Monitor for <font><b>Raspberry</b></font> <font><b>Pi</b></font> Banana/Orange <font><b>Pi</b></font> Mini computer image
apple,blue,27,apple/blue/cand_027.png,https://us.123rf.com/450wm/pellinni/pellinni2103/pellinni210300052/165290878-white-apple-blossom-in-morning-sunlight-beautiful-nature-background-in-springtime-tender-flowers-on-.jpg?ver=6,white apple blossom in morning sunlight. beautiful nature background in springtime. tender flowers on the branches in front of the blurry background of twigs and blue sky Stock Photo
flower,brown,9,flower/brown/cand_009.png,https://us.123rf.com/450wm/zagory/zagory2102/zagory210200175/164052472-illustration-in-the-stained-glass-style-with-an-abstract-flower-arrangement-on-a-light-background-sq.jpg?ver=6,"Illustration in the stained glass style with an abstract flower arrangement on a light background, square image, monochrome, tone brown"
apple,orange,8,apple/orange/cand_008.png,http://www.manusmenu.com/wp-content/uploads/2016/10/1-Apple-Orange-Hand-Pies-3-1-of-1-320x320.jpg,Apple Orange Hand Pies
apple,blue,28,apple/blue/cand_028.png,https://cdn.shopify.com/s/files/1/0262/1066/4528/products/il_fullxfull.2105054778_imc4_300x300.jpg?v=1575136633,Hawaiian Print Baby Comforter: Pineapple Patch Blue
apple,orange,9,apple/orange/cand_009.png,https://cdn3.eyeem.com/thumb/4db8e40abe37a5fdd372e21dd447d9b91cbc8e40-1483286539620/w/450,Apple - Fruit Apples Bare Tree Branch Field Frost Frosty Nature No People Orange - Fruit Orange Color Outdoors Sunset Tree
banana,blue,7,banana/blue/cand_007.png,https://i.pinimg.com/736x/ab/74/eb/ab74eb3ccb5e6b3ec30523e2276f904b--banana-republic-jeans-james-jeans.jpg,"White jeans + perfect match + statement printed top + cute blue & white striped blouse + Banana Republic + Amy Jackson + two pieces + pair of neutral coloured heels + simple but stylish summer look! Top: Banana Republic, Jeans: James Jeans, Shoes: Stuart Weitzman, Clutch: Clare."
flower,brown,10,flower/brown/cand_010.png,http://cdn.curtainsmadesimple.co.uk/Images/Fabric/Kobe/Paladio-Collection/2-Selenio-Brown-Yellow.jpg,"Selenio - Brown Yellow (2) - Yellow-brown polyester and viscose blend fabric behind a simple, delicate pattern of flowers and swirls in citr"
apple,white,28,apple/white/cand_028.png,https://twt-thumbs.washtimes.com/media/image/2013/01/03/congress_c0-217-5184-3238_s326x190.jpg?237c95e4d4c0a50a0fa1999c90cdf8e256feee49,"Anne Easby-Smith, left, and Trace Robbins, right, who work for House Speaker John Boehner, help to prepare the Rayburn Room on Capitol Hill in Washington, Wednesday, Jan. 2, 2013, where members of the House of Representatives will pose for pictures at an oath-of-office ceremony with Boehner. (AP Pho"
flower,brown,11,flower/brown/cand_011.png,https://cdn.shopify.com/s/files/1/1028/1727/products/FB410BR_1024x1024.jpg?v=1445104370,Chocolate Brown Satin Flower Girl Basket
apple,orange,10,apple/orange/cand_010.png,http://img2.etsystatic.com/000/0/5202809/il_170x135.193016798.jpg,Felt Patterns - Whole Fruits Set - Apple Orange Pear Persimmon Peach Strawberry (Patterns and Instructions via Email)
apple,blue,29,apple/blue/cand_029.png,http://cdn.firstcry.com/brainbees/images/products/165x200/595289a.jpg,Babyhug Multi Purpose Baby Mat Apple Rabbit Print Set Of 4 - Blue
apple,white,29,apple/white/cand_029.png,https://static1.bigstockphoto.com/1/2/1/large2/121862090.jpg,simple black and white freehand drawn cartoon apple
flower,brown,12,flower/brown/cand_012.png,https://makeshop-multi-images.akamaized.net/pantyjapan/shopimages/45/94/7_000000009445.jpg?1596523815,HTC SUNSET Key Holder Snap Flower #1 TQS B / Brown
banana,blue,8,banana/blue/cand_008.png,https://images-eu.ssl-images-amazon.com/images/I/41HThNG77pL._SL500_AC_SS350_.jpg,COOL BANANAS ShockProof Sleeve | Bag | Case with strong nylon and memory-foam-effect for best protection | perfectly fitted for Apple MacBook Air 11 inch | Color blue
flower,brown,13,flower/brown/cand_013.png,http://cdn1.projectwedding.com/1375612784_1370985914_REAL_WEDDINGS_Carina-and-Jeff-Ventura-California-12.jpeg,"Flowers & Decor, Real Weddings, Wedding Style, brown, Lighting, West Coast Real Weddings, Garden Real Weddings, Garden Weddings, Chandelier, Chandeliers"
flower,brown,14,flower/brown/cand_014.png,https://i.pinimg.com/236x/8f/e0/8d/8fe08dd8ad9857de94a66d4d1b05fbda.jpg,"Zero points:  Cauliflower popcorn (Break a head of cauliflower into popcornlike, bite-size florets, then spread them on a baking sheet lined with parchment paper. Spray the cauliflower lightly with butter-flavor cooking spray, then sprinkle lightly with turmeric, freshly ground pepper, and sea salt."
flower,brown,15,flower/brown/cand_015.png,http://s3.amazonaws.com/spoonflower/public/design_thumbnails/0096/7006/rrrabstractbrown_shop_preview.png,abstract brown fabric by krs_expressions on Spoonflower - custom fabric
flower,brown,16,flower/brown/cand_016.png,http://rlv.zcache.co.uk/personalised_name_brown_flowers_bumper_stickers-r26eac935ffd148b3852d2c3466ab9e32_v9wht_8byvr_324.jpg,Personalised name brown flowers bumper stickers
flower,brown,17,flower/brown/cand_017.png,https://images-na.ssl-images-amazon.com/images/I/61xUeZu6sQL.jpg,"RUGSMAT Nature Modern Vintage Rugs,Japanese Plant Sakura Flower with Abstract Backdrop Art Area Rug - Perfect for Any Place,Diameter-71 Inch Dark Brown Dark Coral and Pale Pink by RUGSMAT (Image #1)"
apple,orange,11,apple/orange/cand_011.png,https://bizweb.dktcdn.net/thumb/medium/100/278/585/products/hidripicedsaltbloodorangepineapple30ml-8455.jpg?v=1595850688000,30ml salt mỹ HI DRIP BLOOD ORANGE PINEAPPLE - Dứa cam đỏ
flower,brown,18,flower/brown/cand_018.png,http://rlv.zcache.com/cute_toon_fairy_in_brown_and_gold_flower_dress_ipad_mini_case-r4ff41b008fa94da6a2cccc7d145a45b9_w9jws_8byvr_324.jpg,Cute Toon Fairy in Brown and Gold Flower Dress iPad Mini Case
apple,orange,12,apple/orange/cand_012.png,https://i.pinimg.com/236x/ca/3a/6f/ca3a6f36720458ce3dcd81171bf45862--apple-roses-babyshower.jpg,"High tea - Apple roes - How to: Appelroosjes Cuisine Diverse, Creative Food, Afternoon Tea, Sweet Recipes, Orange Recipes, Easy Recipes, Food Inspiration, Love Food, Food To Make"
apple,orange,13,apple/orange/cand_013.png,https://d2k9njawademcf.cloudfront.net/indeximages/14380/thumb_square/DSC00901.jpg?1403251538,Orange Scented Almond Tart with Apples and Prune Jam
banana,blue,9,banana/blue/cand_009.png,https://ashsinthekitchen.files.wordpress.com/2020/09/blueberry-banana-pancakes-2.jpg?w=750,Blueberry Banana Pancakes Recipe by Ash's In The Kitchen
apple,orange,14,apple/orange/cand_014.png,http://cdn2.bigcommerce.com/server5900/2gwuho/products/13253/images/77391/PF766SWCROR_1__07298.1492461258.190.190.jpg?c=2,Piel Frama 766 Orange Swarovski Crocodile Classic Magnetic Leather Case for Apple iPhone 7 Plus
flower,brown,19,flower/brown/cand_019.png,http://img3.etsystatic.com/012/0/5280936/il_170x135.449295911_6cnd.jpg,"Crocheted flower bookmark, crochet, sunflower, daisy, yellow, green, brown, leaf, retro"
apple,orange,15,apple/orange/cand_015.png,http://ecx.images-amazon.com/images/I/51k40j1kc8L._SL160_.jpg,"SAVFY New Apple iPad Air (2013 Edition) Ultra Thin Magnetic Smart Cover Stand Orange & Clear Crystal Hard Back Case, with Auto Sleep and Wake Sensor and Special Hook Design for Apple iPad Air iPad 5 Generation, EXTRA Gift: SAVFY Stylus Pen + SAVFY Screen"
flower,brown,20,flower/brown/cand_020.png,http://ecx.images-amazon.com/images/I/51SEnaUlefL._SL300_.jpg,Fashion Women's Retro Flower Lovely Panda Owl Elephant Anchor Rose Gold Plated Faux Leather Vintage Wrist Watch (flower brown)
apple,orange,16,apple/orange/cand_016.png,http://i1.avlws.com/19/m826029.png,Alpine Aire Foods Pineapple Orange Chicken
apple,orange,17,apple/orange/cand_017.png,https://images.artistrunwebsite.com/arwblog/bg_13181400284320.jpg?1400284320,photograph of an apple and orange that has text overlaid that says creating variety
polar bear,blue,0,polar_bear/blue/cand_000.png,https://cdn.shopify.com/s/files/1/0258/9792/6703/products/DSC_8108.jpg?v=1603569172,Polar Bear with Scarf on Blue
flower,brown,21,flower/brown/cand_021.png,https://image.shutterstock.com/image-photo/stock-photo-front-view-of-a-bright-yellow-rosebud-with-green-leaves-under-a-brown-heavy-sneaker-the-flower-in-450w-1361186246.jpg,Front view of a bright yellow rosebud with green leaves under a brown heavy sneaker. The flower in the foreground and in focus. The foreground is blurred. The concept of fragility and defenselessness. #1361186246
apple,orange,18,apple/orange/cand_018.png,https://us.123rf.com/450wm/viperov/viperov1501/viperov150100015/35180189-mandarin-oranges-and-one-pineapple-lie-on-blue-terry-towels-in-the-form-of-numbers-in-2016.jpg?ver=6,terry: Mandarin oranges and one pineapple lie on blue terry towels in the form of numbers in 2016
banana,blue,10,banana/blue/cand_010.png,https://i2.wp.com/homemadeinterest.com/wp-content/uploads/2015/01/Purple-Monkey-Smoothie_featured-320x320.jpg,"Healthy smoothie recipe that is kid-friendly. Your kids will love this smoothie recipe made with blueberries, apples, and bananas. They won't even realize that you've added Sunsweet Prune juice!"
apple,orange,19,apple/orange/cand_019.png,https://us.123rf.com/450wm/bhofack2/bhofack21712/bhofack2171200269/91497101-%EC%98%A4%EB%A0%8C%EC%A7%80%EC%99%80-%ED%95%A8%EA%BB%98-%EC%9B%90%EC%8B%9C-%EC%9C%A0%EA%B8%B0%EB%86%8D-%EC%B1%84%EB%93%9C-%EC%83%90%EB%9F%AC%EB%93%9C-%EC%95%84%EB%AA%AC%EB%93%9C%EC%99%80-%EC%82%AC%EA%B3%BC.jpg?ver=6,Raw Organic Winter Chard Salad with Oranges Almonds and Apples
banana,blue,11,banana/blue/cand_011.png,https://i.pinimg.com/236x/06/dd/15/06dd1529cb84a00a1785dbe61fc9809f.jpg,The BEST Blueberry Banana Bread Recipe!
apple,orange,20,apple/orange/cand_020.png,https://images.food52.com/S4xcGAnHFhp7L8_Aeglhk92Azv8=/265x265/1de3a245-ceb3-409a-9219-90d68b792103--image_032.jpg,Radish & apple salad with an orange butternut oil dressing.
flower,brown,22,flower/brown/cand_022.png,http://i00.i.aliimg.com/wsphoto/v2/360115048/1_PC_Retail_Toddler_Girls_100_Handmade_Cotton_Pink_Brown_Hat_Beanies_With_2pcs_Flowers_Free_Shipping.jpg_200x200.jpg,1 PC Retail Toddler Girls 100% Handmade Cotton Pink/Brown Hat Beanies With 2pcs Flowers Free Shipping
flower,brown,23,flower/brown/cand_023.png,http://s.ecrater.com/stores/180385/4d2fa1635d3d0_180385f.jpg,"""6"""""""" Pink, Brown & White Triple Layered Daisy Flower nylon hanging ceiling wall baby nursery room dec"""
banana,blue,12,banana/blue/cand_012.png,https://i2.wp.com/onehundreddollarsamonth.com/wp-content/uploads/2014/03/Blueberry-Banana-Oat-Bread2.jpg?resize=550%2C367&,Blueberry Banana Oat Bread
flower,brown,24,flower/brown/cand_024.png,http://static8.depositphotos.com/1000820/898/i/450/depositphotos_8980212-Sliced-Brown-Bread-with-Sunflower-Seeds.jpg,Sliced Brown Bread with Sunflower Seeds — Stock Photo #8980212
flower,brown,25,flower/brown/cand_025.png,https://madeheart.com/media/productphoto/82/45543561/1_21_6.jpg,headbands and wreaths Brown leather headband with flower - MADEheart.com
flower,brown,26,flower/brown/cand_026.png,https://s3-us-west-2.amazonaws.com/tabs.web.media/a/t/atln/atln-square-175.jpg,"Send No Flowers, by Sandra Brown"
apple,orange,21,apple/orange/cand_021.png,https://i.ytimg.com/vi/LnUGl_A1cYA/mqdefault.jpg,"Annoying Orange Let's Play Temple Run 2!(NEWEST VIDEO: http://bit.ly/30MinsAO ➤ AO GAMING CHANNEL! ▸ http://bit.ly/AOGaming ➤ Don't be an apple! Subscribe! It's FREE! ▸ http://bit.ly/AOSub ..., 2014-03-31T11:00:03.000Z)"
polar bear,blue,1,polar_bear/blue/cand_001.png,https://img1.etsystatic.com/149/0/5386380/il_340x270.1212625617_se2a.jpg,213715 blue with white polar bear Canvas fabric from Japan
banana,blue,13,banana/blue/cand_013.png,https://i.pinimg.com/236x/d6/b7/a9/d6b7a938ea17ac707a202814de49aeda.jpg,Banana-Blueberry Overnight Oats
banana,blue,14,banana/blue/cand_014.png,https://www.sneakyveg.com/wp-content/uploads/2019/04/banana-blueberry-peanut-butter-cookies-recipe-sneaky-veg-2-150x150.jpg,peanut butter cookies with banana and blueberry on blue plate by Sneaky Veg. Vegan.
flower,brown,27,flower/brown/cand_027.png,https://cdn.modaoperandi.com/assets/images/products/557961/144727/medium_karen-walker-brown-lunar-flowerpatch-sunglasses.jpg?v=1484688496,Medium karen walker brown lunar flowerpatch sunglasses
apple,orange,22,apple/orange/cand_022.png,https://farm7.static.flickr.com/6126/5921589505_eb896b5169_m.jpg,I LOVE FRUITS (Hi I'm Adel) Tags: pictures wood summer orange hot texture love apple colors fruits wow cherry design yummy lemon strawberry colours fig peach pomegranate pic banana watermelon pineapple mango pear apricot kiwi grape texure
banana,orange,1,banana/orange/cand_001.png,https://farm7.static.flickr.com/6126/5921589505_eb896b5169_m.jpg,I LOVE FRUITS (Hi I'm Adel) Tags: pictures wood summer orange hot texture love apple colors fruits wow cherry design yummy lemon strawberry colours fig peach pomegranate pic banana watermelon pineapple mango pear apricot kiwi grape texure
apple,orange,23,apple/orange/cand_023.png,http://img0.etsystatic.com/013/0/7710561/il_170x135.433809896_ocqy.jpg,Amigurumi Apple and Orange PDF Crochet Pattern INSTANT DOWNLOAD
flower,brown,28,flower/brown/cand_028.png,https://cdn.scrapbook.com/products/cache/SBC_pri-535322_0.jpg,"Prima - Say It In Pearls Collection - Self Adhesive Jewel Art - Bling - Fairy Wings with Flowers - Light Brown, CLEARANCE"
flower,brown,29,flower/brown/cand_029.png,https://img0.etsystatic.com/000/1/6375494/il_170x135.324720176.jpg,merino arm warmers cream mittens brown crocheted flower cocoa chocolate bronze button cute feminine romantic spring autumn fall gift
banana,blue,15,banana/blue/cand_015.png,https://i.pinimg.com/736x/5c/d6/8b/5cd68b584092d250e4aa69e4f778fd03--healthy-bread-recipes-healthy-breads.jpg,Healthy Blueberry Banana Bread - everyone LOVES this bread!
banana,blue,16,banana/blue/cand_016.png,https://www.fabfood4all.co.uk/wp-content/uploads/2016/02/Monster-Pancakes-10-lr.jpg,"Monster Panccakes -with kiwi, blueberry, strawberry & banana faces."
banana,blue,17,banana/blue/cand_017.png,https://www.infinebalance.com/wp-content/uploads/2012/08/banana-oatmeal-700x875.jpg,"ingredients for baked banana oatmeal, oats, blueberry and ripe bananas"
apple,orange,24,apple/orange/cand_024.png,https://dgeiu3fz282x5.cloudfront.net/g/l/lg5273.jpg,Apples and Oranges - Paul Cezanne
apple,orange,25,apple/orange/cand_025.png,https://i.pinimg.com/236x/04/45/4b/04454bcfb4c95e3b9612014b808d538c.jpg,Jamaican Rum Punch recipe  1 cup Bacardi® 151 rum  1/2 cup Myer's® dark rum  1/4 cup Malibu® coconut rum  2 1/2 cups pineapple juice  2 1/2 cups orange juice  1/4 cup lime juice  3 tbsp grenadine syrup  ice cubes...Jake and I drank a lot if this in Jamaica :)
apple,orange,26,apple/orange/cand_026.png,https://multimedia.bbycastatic.ca/multimedia/products/500x500/106/10676/10676668.jpg,"Insten Spain Rubber Cover Case For Apple iPhone 4/4S, Orange"
apple,orange,27,apple/orange/cand_027.png,https://cdn.shopify.com/s/files/1/0465/0188/8158/products/5f66e5ea279a2-Apple-iPhone-7-with-Round-Cut.jpg?v=1600579132,Phone Case for Apple iPhone - Oranges
banana,blue,18,banana/blue/cand_018.png,https://cdn.shopify.com/s/files/1/0087/3974/9948/products/57_15d2dd44-10f2-4ac6-b7f4-c71fe84c1374_300x300.jpg?v=1590428606,Dark blue black uneven striped satin BANANA REPUBLIC sleeveless A-line dress 4
apple,orange,28,apple/orange/cand_028.png,https://images.pond5.com/oranges-and-apples-design-illustration-068837081_iconm.jpeg,Oranges and apples design Stock Illustration
apple,orange,29,apple/orange/cand_029.png,https://images.tmbi.com/wp-content/uploads/wwwroot/toh/images/photos/37/300x300/exps16244_lt10201c15.jpg,Apple-Orange Glazed Ham
banana,blue,19,banana/blue/cand_019.png,https://i0.wp.com/www.alattefood.com/wp-content/uploads/2016/01/Blue-Almond-Muffins-Long.jpg?resize=150%2C150&ssl=1,{Skinny} Blueberry Almond Banana Muffins
banana,blue,20,banana/blue/cand_020.png,https://i.pinimg.com/236x/b3/4e/7a/b34e7abbe31c28d4dc375912856687f7--green-algae-mother-nature.jpg,"Ocean Reefs Inspired Smoothie Bowl by @tropicallylina with the freckled trio kiwifruit balls and dehydrated coconut cubes. For the base I blended 2 frozen bananas, a scoop of blue majik spirulina, 1/2 tsp of green algae and 1 chilled and peeled kiwifrui"
banana,blue,21,banana/blue/cand_021.png,https://static1.squarespace.com/static/54277bd2e4b0da16ea5f05ee/t/54613458e4b0263200daaa09/1415656543821/,"Apples, bananas, carrots, cheeses, salami, boiled egg, blueberries and a few crackers (that was all the crackers I gave for four kids to share)."
banana,blue,22,banana/blue/cand_022.png,https://i.pinimg.com/736x/af/84/18/af8418a664af603aa2a3d33fc0bc8ebe--blueberry-crumb-muffins-blueberries-muffins.jpg,Banana Blueberry Crumb Muffins | Real Housemoms | The kids will love these for back to school
banana,blue,23,banana/blue/cand_023.png,https://www.lookbuck.com/system/products/items/images/005/567/247/small/01072016-4603-030_1.jpg?1467775696,Скейт мини круизер Flip S6 Banana Board Cruzer Red/Blue 6 x 23.25 (59 см)
banana,blue,24,banana/blue/cand_024.png,https://www.pookspantry.com/wp-content/uploads/2020/08/blueberry-banana-dog-treats.jpg,banana blueberry dog treats
banana,orange,2,banana/orange/cand_002.png,https://images-na.ssl-images-amazon.com/images/I/51mFYzZpkrL._SL250_.jpg,Florida Orange Groves Florida Banana
banana,blue,25,banana/blue/cand_025.png,http://edp.ua/upload/shop_images/thumbs/thumb_img1378922171.jpg,Banana Republic Wildblue - туалетная вода - 50 ml
banana,blue,26,banana/blue/cand_026.png,https://www.kimscravings.com/wp-content/uploads/2016/01/007title-196x280.jpg,"""3 Minute Blueberry Banana Microwave """"Baked"""" Oatmeal in a Mug- quick, easy and oh so scrumptious!"""
banana,blue,27,banana/blue/cand_027.png,https://i.pinimg.com/736x/c4/cf/87/c4cf876cac9b741aea05ad106b73a759--detox-smoothie-recipes-protein-smoothies.jpg,"5 of the BEST tasting and Easy to make Healthy Detox Smoothie Recipes that will help you with your healthier eating goal this year! Paleo, Whole 30 compliant with no bananas, dairy and refined sugar free! Includes: Tropical Detox Green, Skinny Orange Julius, Blackberry Blueberry Kale, Strawberry Ras"
banana,orange,3,banana/orange/cand_003.png,https://i.pinimg.com/736x/37/c9/f6/37c9f63b4bbdd0cabd63152178981e2f--womens-scarf-oversized-scarf.jpg,Plaid Scarf Black and Orange Tartan Scarf by bananafacility
banana,blue,28,banana/blue/cand_028.png,https://theapronarchives.files.wordpress.com/2015/05/vegan-blueberry-banana-nut-muffins-e1432723760611.jpg?w=620&h=413,Vegan Blueberry Banana Nut Muffins
